content,timestamp,platform,stock_name,delta_seconds,weight,label,fear_score,greed_score,neutral_score,reason
"기관 
돈되면 태극기도 팔아먹를 기세네
역대급 실적에도
장난질
엔비디아 12프로 올라도 
장난질 
미국반도체 지수 폭등에도
장난질

그런 사기성 매매를
대한민국 자국민에게  사기치지말고
그돈 일본에서 사기매매하면
국민 공감과 호응 이라도 얻지

돈되더라도 시총 1위로 장난치면
돈문제가 아니라
그나라 신뢰와 주체성 이 무너지는데

니들은 대한민국 사람 아니냐",2024-08-01 12:42:47+00:00,toss,삼성전자,20147004.0,5.369650479177251e-102,,0.8,0.05,0.15,"부정적 감정과 비판이 주를 이루며, 탐욕이나 중립적인 내용은 상대적으로 적음"
다들 힘냅시다,2024-10-25 08:41:11+00:00,toss,삼성전자,12817500.0,3.7334644149673e-65,,0.0,0.0,1.0,감정 표현 없이 격려의 메시지로 중립 비중이 높음
"훌쩍훌쩍

울고 싶어라
울고 시퍼라이 마음",2024-11-29 05:44:36+00:00,toss,삼성전자,9804095.0,5.237964090267679e-50,,0.8,0.0,0.2,울고 싶다는 표현으로 인한 강한 부정적 감정 표현
,2024-12-23 04:09:49+00:00,toss,삼성전자,7736182.0,1.2991044055539956e-39,,0.0,0.0,1.0,문장이 제공되지 않았거나 분석할 수 없는 내용
"아니 이러는 이유가 있을 거 아니야 
후",2023-08-14 01:01:18+00:00,toss,삼성전자,50688293.0,1.6309144065055717e-255,,0.2,0.1,0.7,질문 형태와 불확실성 표현으로 중립 비중이 높음
2021년에 무슨일이 있던거야,2025-01-09 13:42:59+00:00,toss,삼성전자,6232992.0,4.6721150221894176e-32,,0.0,0.0,1.0,질문 형태로 감정이 뚜렷하지 않음
와 볼린저 중심선을 절대 못 올라가네,2024-11-04 01:14:22+00:00,toss,삼성전자,11980309.0,6.0297579944327614e-61,,0.6,0.1,0.3,"시장에 대한 불만과 실패를 언급하여 공포 비중이 높으나, 기술적 분석 언급으로 중립적 요소도 포함"
네 삼성전자 입니다,2024-12-04 13:16:59+00:00,toss,삼성전자,9344952.0,1.0643163882054623e-47,,0.0,0.0,1.0,감정이 뚜렷하지 않고 정보 전달의 성격이 강함
오늘 아침에 팔고오늘 다시 살 수 있다는 생각은 상상도 못했네요정말 대단하네요 국장,2024-09-25 06:25:26+00:00,toss,삼성전자,15417645.0,3.179334746705828e-78,,0.1,0.7,0.2,긍정적인 놀라움과 성과 언급으로 탐욕 비중이 높음
외인 양아치,2024-11-27 04:02:23+00:00,toss,삼성전자,9983028.0,6.603066663751362e-51,,0.6,0.1,0.3,"비속어 사용으로 부정적 감정 표현이 있으나, 구체적인 손실이나 하락 언급이 없어 공포 비중을 조정함"
아 그런데 생각해보니 우리나라는 imf때 이미 한번 망해봤구나,2024-11-12 05:01:04+00:00,toss,삼성전자,11275507.0,2.103909035619877e-57,,0.8,0.0,0.2,"과거의 경제 위기 언급으로 공포 비중이 높으나, 단순 회상의 맥락도 포함되어 중립적 요소도 일부 존재"
나 금방 씻고 갈께,2025-02-19 09:38:04+00:00,toss,삼성전자,2705287.0,2.5218661729758976e-14,,0.0,0.0,1.0,감정이 뚜렷하지 않고 주식과 관련 없는 내용
"hbm3e 도 아니고 hbm3 인증났다고
언플하는 회사주식 왜사요",2024-11-02 05:33:27+00:00,toss,삼성전자,12137564.0,9.768969170503089e-62,,0.6,0.1,0.3,"비판적인 언급으로 공포 비중이 높으나, 정보 전달의 성격도 포함"
믿어요,2024-03-07 16:43:53+00:00,toss,삼성전자,32833338.0,9.148951896542473e-166,,0.0,0.4,0.6,간단한 긍정 표현으로 탐욕과 중립의 혼합으로 해석됨
보통 내일 발표는 몇시쯤하나요,2024-07-04 01:31:45+00:00,toss,삼성전자,22606466.0,2.329814298726825e-114,,0.0,0.0,1.0,질문 형식으로 중립적 태도를 보임
그래,2024-06-14 01:31:04+00:00,toss,삼성전자,24334507.0,4.799826945262224e-123,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 구체적인 정보나 감정 표현이 없음"
"httpsyoutubecomshortsZvaTyTSaKEIsi3wnHrGTK09cPeVwj

영상에 보는것처럼 중국의 개입은 현실입니다
대만에 역전당한 삼성전자가 노조생기고
오너 감방가면서 그후 미래대처를 못한 삼성은
대만에 역전당하고 지금은 중국마저 대한민국안에
여론과 정치적으로 민주당을 돕고있는데
여기 삼성주주면 그래도 대한민국에 삼성은 자랑스런
기업 아닙니까 반미는 적극적으로 하면서
중국개입은 이토록 허술한 안전불감증인 대한민국
지키지 않은면 주식의 미래도 없습니다",2024-12-30 21:55:51+00:00,toss,삼성전자,7067420.0,2.986854285624068e-36,,0.7,0.0,0.3,"중국의 개입, 삼성의 미래 대처 실패 언급으로 공포 비중이 높으나, 일부 중립적 정보 전달 포함"
"120개 삼전 주식 2달 이상 보유  10만원 익절하고 팔까요 들고 있을까융

던지고 국장을 떠나야할까용",2024-06-05 00:35:13+00:00,toss,삼성전자,25115458.0,5.6981155444850674e-127,,0.3,0.2,0.5,"익절 고민과 보유 고민으로 중립 비중이 높으나, 익절을 고려하는 탐욕과 국장을 떠나야 할지 고민하는 부분에서 약간의 공포가 감지됨"
얘가 아니라 내가 상칠듯,2023-08-31 01:33:15+00:00,toss,삼성전자,49217576.0,4.027849828070363e-248,,0.8,0.0,0.2,자신이 손실을 볼 것 같다는 표현으로 공포 비중이 높음
평단53900원으로장투하다배당금받겠네 젠장,2025-02-05 05:39:09+00:00,toss,삼성전자,3929222.0,1.7764116069708917e-20,,0.6,0.1,0.3,비속어 사용과 장기투자 언급으로 공포와 중립 비중이 있음
,2024-11-12 01:11:23+00:00,toss,삼성전자,11289288.0,1.7937255057562714e-57,,0.0,0.0,1.0,문장이 없어 감정 분석을 할 수 없음
히히,2024-06-18 05:25:45+00:00,toss,삼성전자,23974826.0,3.0844834843200874e-121,,0.0,0.0,1.0,감정을 나타내는 구체적인 단어나 문맥이 없음
고,2024-08-02 05:05:45+00:00,toss,삼성전자,20088026.0,1.0626794125932703e-101,,0.0,0.0,1.0,단어의 의미가 명확하지 않아 중립으로 판단
물도 타기싫다 너는,2024-05-22 00:28:53+00:00,toss,삼성전자,26325438.0,4.717353408338478e-133,,0.8,0.0,0.2,부정적인 감정과 체념의 표현으로 공포 비중이 높음
"50프로 손절
48에 기다릴께",2024-11-11 03:09:58+00:00,toss,삼성전자,11368573.0,7.165152715405626e-58,,0.7,0.0,0.3,"손실 언급으로 공포 비중이 높으나, 기다림의 태도로 중립적 요소도 포함"
대박,2024-11-25 00:04:28+00:00,toss,삼성전자,10170103.0,7.575348619611692e-52,,0.0,1.0,0.0,과도한 기대와 흥분을 나타내는 표현으로 탐욕 비중이 높음
주가 정상화를 시킨 젠슨황,2025-01-31 03:41:14+00:00,toss,삼성전자,4368297.0,1.1028293240028128e-22,,0.0,0.6,0.4,주가 정상화 언급으로 탐욕 비중이 높으나 구체적인 감정 표현이 없어 중립도 일부 포함
60900,2025-03-20 03:31:52+00:00,toss,삼성전자,221659.0,0.0768809094292711,,0.0,0.0,1.0,숫자만 제시되어 감정을 판단할 수 없음
줄다리기하네,2024-10-14 05:08:12+00:00,toss,삼성전자,13780679.0,5.3782173546460517e-70,,0.0,0.0,1.0,감정이 뚜렷하지 않고 상황을 묘사하는 중립적 표현
날아올라줭,2023-08-08 00:33:35+00:00,toss,삼성전자,51208356.0,3.9655653772274245e-258,,0.0,0.9,0.1,흥분과 과도한 기대를 나타내는 표현으로 탐욕 비중이 높음
엔비디아 기사 뜨고 바로 하이닉스 내러가고 삼전 오르누,2024-03-20 01:16:37+00:00,toss,삼성전자,31765774.0,2.1258964723400744e-160,,0.2,0.4,0.4,"하이닉스 하락 언급으로 약간의 공포가 있으나, 삼전 상승 언급과 정보 전달 성격이 강해 탐욕과 중립이 높게 평가됨"
"주주는 아니지만 삼성 화이팅
삼성이 살아야 대한민국이 산다
위기를 기회로 만들던 저력을 보여줘라",2024-10-29 07:04:07+00:00,toss,삼성전자,12477724.0,1.905527754650442e-63,,0.0,0.7,0.3,"삼성에 대한 응원과 긍정적 기대감으로 탐욕 비중이 높으며, 주주가 아니라는 중립적 언급도 포함됨"
외국인들 110만주 매수,2024-10-23 05:30:50+00:00,toss,삼성전자,13001721.0,4.42705329880028e-66,,0.0,0.0,1.0,정보 전달의 성격이 강함
조정은 한번 올거같은데 8만 2천원이 기준이 될듯,2024-03-29 00:03:55+00:00,toss,삼성전자,30992536.0,1.637821654823209e-156,,0.2,0.1,0.7,가격 기준점 설정과 조정 언급으로 중립적 태도가 높음
끝났습니다 낼 한강에서 봅시다,2024-12-03 15:27:14+00:00,toss,삼성전자,9423537.0,4.2860655286621396e-48,,0.8,0.0,0.2,자포자기와 손실을 암시하는 표현으로 공포 비중이 높음
일봉 rsi 과매수 구간,2025-03-20 01:38:19+00:00,toss,삼성전자,228472.0,0.071051390645928,,0.1,0.2,0.7,기술적 분석 정보 제공으로 중립적 태도가 높음
"원전 바이오 예산 감액
신재생 지역화폐 예산증액
httpsmblognavercomjs00lee223682532388",2024-12-08 13:36:29+00:00,toss,삼성전자,8998182.0,5.8901960228305854e-46,,0.0,0.0,1.0,정보 전달의 성격이 강하며 감정적 표현이 없음
"오전에 걸어논게 또사지면 어쩔
설마 사지겠나싶었는데 
마이너스인생",2024-11-12 07:32:43+00:00,toss,삼성전자,11266408.0,2.3375644638541825e-57,,0.8,0.0,0.2,"손실과 부정적인 결과에 대한 언급으로 공포 비중이 높으며, 중립적인 고민의 표현도 있음"
올라가자,2024-09-27 02:29:44+00:00,toss,삼성전자,15258987.0,1.994525798714937e-77,,0.0,0.9,0.1,흥분과 자신감을 나타내는 표현으로 탐욕 비중이 높음
모두여 부자되세요 내책임 아님,2024-11-12 06:45:33+00:00,toss,삼성전자,11269238.0,2.2622387725741572e-57,,0.1,0.7,0.2,긍정적인 기대감과 희망의 메시지로 탐욕 비중이 높음
다른것들은 오르는데 이놈만 애를먹네,2024-12-11 02:04:12+00:00,toss,삼성전자,8780519.0,7.315181673537239e-45,,0.75,0.0,0.25,다른 것들이 오르는 상황에서 특정 주식만 문제를 겪고 있다는 표현으로 공포 비중이 높음
언론에서 이런 설레발이 치는 거 믿고 83층에 올라탔다 1년 넘게 묵히고 있지 상황 봐서 털고 가야겠다,2023-06-13 08:15:15+00:00,toss,삼성전자,56019056.0,2.6124605602376506e-282,,0.75,0.05,0.2,높은 층에 올라탔다가 오랫동안 묵히고 있는 상황과 털고 가야겠다는 표현으로 공포가 높게 나타남
야 맛있게익었네 곧 먹을자린가봐,2024-11-13 04:18:59+00:00,toss,삼성전자,11191632.0,5.554300668364282e-57,,0.1,0.8,0.1,기대감과 흥분을 나타내는 표현으로 탐욕 비중이 높음
월금 주식시장 호가창이 넷플 유툽보다 재밌네 주말이 두렵다,2024-10-25 01:37:13+00:00,toss,삼성전자,12842938.0,2.781291265544964e-65,,0.2,0.1,0.7,주말에 대한 두려움이 있으나 대체로 관망하는 태도를 보임
추매 타이밍 오졌다,2024-04-24 03:28:32+00:00,toss,삼성전자,28733859.0,3.695167866689249e-145,,0.1,0.8,0.1,추가 매수 타이밍에 대한 긍정적 기대감으로 탐욕 비중이 높음
상디는 올블루는 개고생 하면서 찾지 말고 한국 주식으로 오면 되겠네 괜한 좆피 밑에서 고생 하지 말고,2024-09-06 00:53:59+00:00,toss,삼성전자,17079132.0,1.4150701539069565e-86,,0.8,0.0,0.2,"비속어 사용과 한국 주식으로의 전환 권유로 공포 비중이 높으며, 중립적인 제안의 성격도 포함됨"
삼전 계속 가지고있다가 느낀건데 하이닉스 몇만원오를때 삼전은 만원도 못오르는데 하이닉스 말고 삼전선택한건 진짜 바보같은짓일까,2024-03-24 07:41:04+00:00,toss,삼성전자,31397107.0,1.515889754742261e-158,,0.6,0.1,0.3,"후회와 비교로 인한 부정적 감정 표현이 있으나, 질문 형태로 중립적 고민도 드러남"
익절,2024-11-12 04:37:21+00:00,toss,삼성전자,11276930.0,2.0695416393917772e-57,,0.0,0.9,0.1,익절은 이익을 실현하는 행위로 탐욕의 감정이 높음
"오를땐 02퍼 05퍼 오르고

떨굴땐 2퍼 3퍼 떨구네 

수익율 상위 투자자들도 수익금 처참함

1 국장을 하지 않는다
2 1번을 잊지 않는다",2024-09-03 05:35:42+00:00,toss,삼성전자,17321429.0,8.567584766361064e-88,,0.75,0.0,0.25,"손실과 하락 언급으로 공포 비중이 높으며, 나머지는 주의사항과 규칙 언급으로 중립적 태도를 보임"
달러 맛있는데,2024-12-03 15:06:32+00:00,toss,삼성전자,9424779.0,4.224894059991e-48,,0.0,0.8,0.2,긍정적인 표현으로 탐욕 비중이 높음
"올해는 한국같은 아시아 시장이 금융시장을 주도할지도  모르겠네요

미국은  세계에 나눠주던 부를 가져오려고하면서부터 미국주식이 세계적으로 투자붐이 불었는데 이제는  선반영 다돼서 요즘 장이 별로 안좋음 그 돈이 아시아로 이동하는중",2025-01-09 01:26:19+00:00,toss,삼성전자,6277192.0,2.8011716907257645e-32,,0.2,0.3,0.5,"미래에 대한 기대와 현재 상황에 대한 분석이 혼재되어 있으며, 부정적인 언급이 일부 있지만 전체적으로 중립적인 태도가 더 많음"
너무 많이퍼져서 개미들이 던질수도,2024-02-15 22:04:19+00:00,toss,삼성전자,34628512.0,8.66618188112013e-175,,0.6,0.1,0.3,개미들이 던질 수 있다는 표현으로 인한 부정적 전망으로 공포 비중이 높음
"음 역시 오늘은 58500원정도 마감항듯  삼성 따위 
 주르륵",2024-10-23 06:08:00+00:00,toss,삼성전자,12999491.0,4.5428037083454696e-66,,0.6,0.1,0.3,부정적인 언급과 가격 예측으로 공포 비중이 높으나 중립적 요소도 포함
내일 만약에 79600원제자리 돌려 놓으면 레전드 월요일시작이랑 금요일마지막제자리 게임,2024-04-25 06:09:55+00:00,toss,삼성전자,28637776.0,1.1235717240111073e-144,,0.0,0.2,0.8,기대감과 관망의 태도가 섞여 있으나 부정적 감정 언급이 없음
가즈아,2024-04-19 04:44:46+00:00,toss,삼성전자,29161285.0,2.625144612335053e-147,,0.0,1.0,0.0,과도한 기대와 흥분을 나타내는 표현으로 탐욕 비중이 높음
"54300  54100 매수 간다

코인하다가 이거 할라니까 주식 단타가 더 어려운거같기도",2024-11-29 00:34:32+00:00,toss,삼성전자,9822699.0,4.223266228073051e-50,,0.1,0.45,0.45,매수 결정과 주식 단타에 대한 고민으로 탐욕과 중립이 공존
"이번년도 촤고위 실수
비트코인1개팔고 삼성산거",2024-12-19 01:05:44+00:00,toss,삼성전자,8092827.0,2.093860824069279e-41,,0.8,0.0,0.2,"실수와 손실에 대한 언급으로 공포 비중이 높으며, 구체적인 탐욕의 표현이 없음"
응 선반영,2024-10-08 01:19:16+00:00,toss,삼성전자,14312815.0,1.1371733628326312e-72,,0.0,0.0,1.0,감정이 뚜렷하지 않고 정보 전달의 성격이 강함
8만전자는 과연  언제쯤 3년 기다렸다구,2023-08-07 02:08:54+00:00,toss,삼성전자,51289037.0,1.5586819597495825e-258,,0.3,0.1,0.6,"기다림과 불확실성 표현으로 중립 비중이 높으나, 기다림의 표현이 약간의 공포를 내포함"
징글징글하다,2025-01-07 04:15:55+00:00,toss,삼성전자,6439816.0,4.264822922805861e-33,,0.8,0.0,0.2,부정적 감정 표현으로 공포 비중이 높음
인삼공사 풀매수 간다,2024-10-22 00:20:47+00:00,toss,삼성전자,13106724.0,1.3131406269967074e-66,,0.0,0.9,0.1,풀매수 간다는 표현으로 탐욕 비중이 높음
들어갈타이밍 맞나요,2024-09-20 03:06:37+00:00,toss,삼성전자,15861574.0,1.865958817258028e-80,,0.0,0.0,1.0,"질문 형태로 정보를 요청하며, 특정 감정을 드러내지 않음"
,2025-03-18 02:58:29+00:00,toss,삼성전자,396462.0,0.0101662633475603,,0.0,0.0,1.0,'nan'은 분석 가능한 문장이 아니므로 중립으로 처리
아직못담았는데,2024-10-07 07:27:31+00:00,toss,삼성전자,14377120.0,5.402489882826448e-73,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 고민 또는 관망 태도를 보임"
httpsyoutuber9Crf00V9YksiEpvHxKMb87JHqYrk,2023-09-11 12:13:14+00:00,toss,삼성전자,48228777.0,3.7612076808761e-243,,0.0,0.0,1.0,"제공된 문장에는 감정을 나타내는 단어가 없으며, 주로 URL 형식의 문자열로 구성되어 중립적임"
,2024-12-17 04:03:57+00:00,toss,삼성전자,8254934.0,3.207065399242118e-42,,0.0,0.0,1.0,문장이 제공되지 않았거나 분석할 수 있는 내용이 없음
개미님들 용쓰는데 매도물량이다시 앞서려하고있군,2024-11-14 02:00:26+00:00,toss,삼성전자,11113545.0,1.371317768168971e-56,,0.6,0.1,0.3,"매도물량 증가 언급으로 공포 비중이 높으나, 상황 판단을 위한 정보 전달의 성격도 포함"
7만원대로 올라오네요 8만 갑시다,2023-11-06 04:50:50+00:00,toss,삼성전자,43416921.0,5.786199255449085e-219,,0.0,0.9,0.1,기대감과 목표 가격 언급으로 탐욕 비중이 높음
개잡주 중 개잡주 삼만전자,2024-11-28 05:21:13+00:00,toss,삼성전자,9891898.0,1.895901525614745e-50,,0.8,0.0,0.2,비하어와 부정적 평가로 공포 비중이 높음
요즘은 그저 본전만 챙기고 싶은 마음입니다,2025-02-04 03:48:17+00:00,toss,삼성전자,4022274.0,6.0507953768688265e-21,,0.4,0.1,0.5,손실 회피의 욕구와 중립적인 관망 태도가 반영됨
사망가자,2024-11-13 06:19:19+00:00,toss,삼성전자,11184412.0,6.038389502284151e-57,,0.0,1.0,0.0,"비속어 사용이지만, '가자'는 탐욕의 감정을 나타내는 표현으로 해석될 수 있음"
"5분전

대기",2025-02-13 23:55:31+00:00,toss,삼성전자,3172240.0,1.1338520701169971e-16,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 정보 전달의 성격을 띔"
또 바코드네,2024-12-05 00:04:17+00:00,toss,삼성전자,9306114.0,1.6683691509047122e-47,,0.6,0.1,0.3,"바코드는 주가가 거의 움직이지 않음을 의미하여 부정적인 상황을 나타내지만, 강한 감정 표현은 아님"
69층 살려줘서 고마워 더 올려줘,2023-05-26 02:06:29+00:00,toss,삼성전자,57596382.0,3.0798635732546744e-290,,0.0,0.9,0.1,감사와 더 올라가길 바라는 태도로 탐욕 비중이 높음
설마 여기서 더 떨어지진 않겠지,2024-05-30 05:19:24+00:00,toss,삼성전자,25616807.0,1.7205693215755473e-129,,0.7,0.0,0.3,"불확실성과 손실 가능성 언급으로 공포 비중이 높으나, 완전한 부정이나 손실 확정이 아니므로 중립적 요소도 포함"
국장은 무서워,2024-09-23 01:55:58+00:00,toss,삼성전자,15606613.0,3.568436123326955e-79,,0.8,0.0,0.2,무서워함을 표현하여 공포 비중이 높음
뭔일났나요,2025-02-10 05:35:38+00:00,toss,삼성전자,3497433.0,2.6299979396378616e-18,,0.1,0.1,0.8,질문 형태로 정보를 요청하는 중립적 태도
"엔비가 현시간 미국 시총 1위 등극했다
요 시점에 엔비  성능 테스트 통과뉴스 나오면
너도 오르지 않을까
경영진들아 언론 플레이 좀 하자 응",2024-06-18 17:08:09+00:00,toss,삼성전자,23932682.0,5.02367628323413e-121,,0.1,0.6,0.3,성능 테스트 통과와 시총 1위 등극 언급으로 탐욕 비중이 높음
3이상 종가요정  우선주처럼 부탁해,2024-03-04 05:36:14+00:00,toss,삼성전자,33132597.0,2.865029324555339e-167,,0.0,0.8,0.2,기대감과 희망의 표현으로 탐욕 비중이 높음
뭐하는 주식이지,2024-10-14 01:34:27+00:00,toss,삼성전자,13793504.0,4.636313158786711e-70,,0.0,0.0,1.0,감정이 뚜렷하지 않고 정보를 묻는 질문의 형태로 중립 비중이 높음
저축이나 하셔유 주가조작 나라에서  무슨 수익을 보겠다고 하셔유 포기 하시고 저축 하셔유,2024-10-24 05:18:06+00:00,toss,삼성전자,12916085.0,1.1928036059681173e-65,,0.8,0.0,0.2,주가조작 언급과 포기 권유로 공포 비중이 매우 높음
삼전으로 다들 단타 하는데 처음부터 단타 안하고 가만히 둔 사람이 승자임,2024-06-19 02:57:48+00:00,toss,삼성전자,23897303.0,7.565823210945646e-121,,0.0,0.2,0.8,단타를 하지 않고 기다린 사람이 승자라는 평가로 중립적인 관점이 우세함
주식시장이랑 수능이랑 무슨상관이지,2024-11-14 00:03:07+00:00,toss,삼성전자,11120584.0,1.2640264797867268e-56,,0.0,0.0,1.0,감정이 뚜렷하지 않고 질문 형태로 중립적 태도를 보임
화이팅,2025-01-18 12:37:27+00:00,toss,삼성전자,5459324.0,3.617424228419365e-28,,0.0,0.6,0.4,"긍정적 응원의 말로 탐욕 비중이 높으나, 구체적인 맥락이 없어 중립적 요소도 일부 포함"
쉽지않네,2024-11-11 00:58:09+00:00,toss,삼성전자,11376482.0,6.538383889823911e-58,,0.2,0.1,0.7,"부정적인 감정이 약간 있으나, 주로 고민이나 불확실성을 표현함"
빠른 손절도 답이다,2024-11-13 09:19:30+00:00,toss,삼성전자,11173601.0,6.843262916820179e-57,,0.8,0.0,0.2,손실 최소화 전략 언급으로 공포 비중이 높음
