content,timestamp,platform,stock_name,delta_seconds,weight,label,fear_score,greed_score,neutral_score,reason
,2025-03-21 07:55:49+00:00,toss,삼성전자,119422.0,0.2510259210482016,,0.0,0.0,1.0,분석할 수 있는 내용이 없음
시작하라,2025-02-20 01:09:01+00:00,toss,삼성전자,2649430.0,4.813826162289617e-14,,0.0,0.0,1.0,명확한 감정 표현 없이 일반적인 행동을 제안함
와진짜 그냥 아무말이나한건데 55가온다고,2025-01-03 01:22:54+00:00,toss,삼성전자,6795797.0,6.92695542753593e-35,,0.1,0.7,0.2,기대감과 흥분을 나타내는 발언으로 탐욕 비중이 높음
떨굴때 확실히 떨어져라,2025-02-03 03:13:16+00:00,toss,삼성전자,4110775.0,2.172487014714529e-21,,0.6,0.1,0.3,"하락을 기대하는 말로 공포 비중이 높으나, 확실한 결과를 기다린다는 점에서 중립적 요소도 포함"
"개미 큰손선생님들
제겐 정말 큰돈입니다
떨어지지않게 부탁드려요",2024-07-02 00:12:57+00:00,toss,삼성전자,22783994.0,2.9851542932986085e-115,,0.6,0.1,0.3,"부탁과 떨어지지 않기를 바라는 표현으로 공포 비중이 높으나, 직접적인 손실 언급은 없어 중립적 요소도 일부 포함"
이제 시작인가,2024-03-20 01:15:40+00:00,toss,삼성전자,31765831.0,2.1244944337239912e-160,,0.0,0.3,0.7,기대감과 함께 불확실성을 내포하고 있어 중립 비중이 높음
팔자마자 내려가네,2024-11-15 04:21:37+00:00,toss,삼성전자,11018674.0,4.1116159795007155e-56,,0.8,0.0,0.2,손실과 후회의 감정으로 공포 비중이 높음
줄먹,2025-03-18 04:19:36+00:00,toss,삼성전자,391595.0,0.0107553762081489,,0.8,0.0,0.2,손실이나 부정적 상황을 암시하는 표현으로 공포 비중이 높음
다시 밥먹고 다시와야지,2025-01-07 04:05:32+00:00,toss,삼성전자,6440439.0,4.234181390711751e-33,,0.1,0.1,0.8,구체적인 감정 표현이 없어 중립적인 비중이 높음
또속았네  아놔,2025-01-21 00:27:08+00:00,toss,삼성전자,5243943.0,4.3754649507369786e-27,,0.8,0.0,0.2,비속어 사용과 손실 느낌으로 공포 비중이 높음
"주린이가 지켜야 할 것들

1 토스 커뮤니티 보고 따라사지 않는다
2 토스 커뮤니티에 대주주 상위n 있는 것 보고 따라사지 않는다
3 토스 커뮤니티 댓들을 믿지 않는다
4 진짜 주식을 잘하는 사람은 토스증권을 쓰지 않음을 기억한다
5 내가 주식을 샀다는 것은 누군가는 팔았다는 것이고 그럼 둘 중에 한 명은 잘못했다는 것이다 10에 9는 주린이가 잘못한거

결론 토스 커뮤니티 보지 않는다",2024-09-30 05:21:36+00:00,toss,삼성전자,14989475.0,4.5139521864784647e-76,,0.1,0.0,0.9,"주로 주의사항과 권장사항을 나열하며, 부정적 감정 표현이 거의 없고 탐욕적인 표현도 없음"
삼성 숏은 없나요,2024-12-02 00:37:36+00:00,toss,삼성전자,9563315.0,8.500741143129726e-49,,0.1,0.1,0.8,질문 형태로 중립적 태도를 보임
또 떨어지겠지,2023-08-23 00:27:36+00:00,toss,삼성전자,49912715.0,1.2909749309505896e-251,,0.8,0.0,0.2,하락 예상으로 인한 공포 비중이 높음
오  좋타,2024-07-08 00:10:58+00:00,toss,삼성전자,22265713.0,1.202639640316386e-112,,0.0,0.8,0.2,긍정적 반응으로 탐욕 비중이 높음
대한민국 개미들  대단하다,2024-10-24 06:54:54+00:00,toss,삼성전자,12910277.0,1.2757429691521682e-65,,0.0,0.3,0.7,"대단하다는 표현으로 약간의 긍정적 기대가 포함되어 있으나, 주로 중립적인 관찰의 의미가 강함"
마 치와라,2024-03-26 01:18:59+00:00,toss,삼성전자,31247232.0,8.590585680026013e-158,,0.0,0.0,1.0,불명확한 표현으로 감정 분석 불가
"4만 가자
이때 줍줍",2024-12-09 00:58:18+00:00,toss,삼성전자,8957273.0,9.457168960167512e-46,,0.0,0.9,0.1,흥분과 자신감을 나타내는 표현으로 탐욕 비중이 높음
내가 사면 다떨어지네너마저도,2024-09-03 23:28:49+00:00,toss,삼성전자,17257042.0,1.8051084680368865e-87,,0.8,0.0,0.2,자신이 투자하면 시장이 하락한다는 표현으로 공포 감정이 강함
"여태 오르기라도 하고 떨구지
삼전은 하이닉스 오를때 별로안오르고
하락은 귀신같이함",2025-01-31 02:18:46+00:00,toss,삼성전자,4373245.0,1.0414463537958656e-22,,0.75,0.05,0.2,하락 언급과 비교적 부정적인 시각으로 공포 비중이 높음
일좀하자 삼쏭,2024-11-12 04:29:18+00:00,toss,삼성전자,11277413.0,2.0580046044154863e-57,,0.1,0.1,0.8,"특정한 감정을 직접적으로 표현하지 않고, 약간의 불만을 표현한 문장으로 중립 비중이 높음"
단계적 추매,2024-04-16 02:26:48+00:00,toss,삼성전자,29428763.0,1.1875720072213614e-148,,0.0,0.3,0.7,계획적인 매수 전략 언급으로 탐욕보다는 중립적인 비중이 높음
"버텨야할지
던져야하는건지
400만원 마이너스인데",2024-08-05 04:10:47+00:00,toss,삼성전자,19832124.0,2.054509384650801e-100,,0.75,0.0,0.25,"손실 언급과 고민으로 공포 비중이 높으며, 일부 중립적 고민이 포함됨"
펄럭,2023-12-22 00:05:21+00:00,toss,삼성전자,39459650.0,4.506503018291368e-199,,0.0,0.0,1.0,감정을 특정할 수 있는 정보가 부족함
어딜가냐  그쪽이아닌데,2025-01-13 00:47:36+00:00,toss,삼성전자,5933915.0,1.4888157876407946e-30,,0.6,0.1,0.3,"부정적인 맥락으로 인해 공포 비중이 높으나, 구체적인 손실 언급이 없어 중립 비중도 고려됨"
패턴에 충실한 주식입니다 총알 장전하시고 매수 준비하세요,2023-11-08 04:07:43+00:00,toss,삼성전자,43246708.0,4.149336412480711e-218,,0.0,0.9,0.1,매수 준비와 총알 장전 언급으로 탐욕 비중이 높음
"며칠오르거 하루만에 반납
국장 탈출은 지능순인가",2024-11-27 05:54:26+00:00,toss,삼성전자,9976305.0,7.137386601433134e-51,,0.75,0.0,0.25,"손실 언급으로 공포 비중이 높으며, '국장 탈출'이라는 표현은 중립적 고민을 나타냄"
국장해서 외인한테 퍼줄바에 미장해서 달러 벌어오는게 수익 더 좋고 애국이네,2024-11-20 01:09:27+00:00,toss,삼성전자,10598204.0,5.339846319992274e-54,,0.1,0.6,0.3,수익에 대한 긍정적 기대와 전략적 접근 언급으로 탐욕 비중이 높음
간다간다 슝간다 금리인하 가즈아,2024-11-29 07:30:02+00:00,toss,삼성전자,9797769.0,5.635864112037612e-50,,0.0,1.0,0.0,"흥분과 과도한 기대, 자신감 표현으로 탐욕 비중이 높음"
지긋지긋,2024-02-14 00:42:38+00:00,toss,삼성전자,34791813.0,1.3091400098763974e-175,,0.8,0.0,0.2,지긋지긋이라는 표현은 부정적 상황에 대한 체념이나 분노를 나타내므로 공포 비중이 높음
외인형들 돌아와줘,2024-11-13 01:05:19+00:00,toss,삼성전자,11203252.0,4.8553528761596286e-57,,0.1,0.2,0.7,"외인 투자자의 복귀를 바라는 말로, 특정한 감정보다는 기대나 관망의 태도가 더 강함"
삼전이 06프로,2024-10-04 01:45:52+00:00,toss,삼성전자,14656819.0,2.121637264647891e-74,,0.0,0.0,1.0,구체적인 감정 표현 없이 정보 전달의 성격이 강함
우와 입 크다,2024-10-24 04:50:29+00:00,toss,삼성전자,12917742.0,1.170145695160521e-65,,0.0,0.0,1.0,감정이 뚜렷하지 않고 구체적인 주식 시장 상황이나 감정을 언급하지 않음
"유튜브에서
달팽이 눈 기생충 보고오셈
 흰쌀밥 마렵습니다",2024-11-15 05:43:51+00:00,toss,삼성전자,11013740.0,4.353249662608397e-56,,0.0,0.0,1.0,감정과 무관한 내용으로 중립 비중이 높음
잘해보자,2023-08-22 03:20:51+00:00,toss,삼성전자,49988720.0,5.356417026480722e-252,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 일반적인 응원의 메시지로 중립적 태도를 보임"
급등 무조건 오는거 아시죠,2023-12-19 06:03:46+00:00,toss,삼성전자,39697345.0,2.8777450673163064e-200,,0.0,0.95,0.05,과도한 기대와 자신감으로 탐욕 비중이 높음
"역대급 이게 내일도 안 그러리라고 볼 수 없는 작금의 한국 상황
도람프 효과로 한국 증시 문닫아야할 판",2024-11-13 05:30:29+00:00,toss,삼성전자,11187342.0,5.837048648322873e-57,,0.8,0.0,0.2,비관적 전망과 시장 폐쇄 언급으로 공포 비중이 높음
이러다가 6만전자 가겠다,2024-08-08 06:08:21+00:00,toss,삼성전자,19565870.0,4.477637227421767e-99,,0.6,0.1,0.3,가능성을 언급하며 하락을 우려하는 경향이 있어 공포 비중이 높음
"5만에 팔고 나간 사람들
어쩌나",2024-11-17 01:57:52+00:00,toss,삼성전자,10854499.0,2.7494603380442057e-55,,0.6,0.1,0.3,"손실을 암시하는 내용으로 공포 비중이 높으나, 직접적인 부정 감정 표현이 없어 중립 비중도 고려됨"
,2024-11-06 13:12:18+00:00,toss,삼성전자,11764433.0,7.335214086588036e-60,,0.0,0.0,1.0,분석할 수 있는 내용이 없음
"와 여기 고점분들 많으시군요
힘내세요",2024-12-10 09:35:43+00:00,toss,삼성전자,8839828.0,3.6821805249583524e-45,,0.8,0.0,0.2,고점에서 매수한 사람들에 대한 언급과 위로의 말로 공포 비중이 높음
근데 혹시 저만 주식창 차트 이상한가요  설정 건 들인거 없는데 그래프 저점고점 이런거 표기 오 류인지 진짜 설정 건들인거 하나도 없는데  어디에 물어봐야할지 몰라 여기에 보내봐여,2024-08-05 11:16:57+00:00,toss,삼성전자,19806554.0,2.762085889231301e-100,,0.0,0.0,1.0,기술적 문제나 설정에 대한 질문으로 중립적 태도를 보임
올라갔으면 좋겠어요,2024-11-19 03:24:09+00:00,toss,삼성전자,10676522.0,2.1570435131468388e-54,,0.0,0.8,0.2,기대와 희망의 표현으로 탐욕 비중이 높음
"외인이 14조 던진거

개미들이 14조 받아먹었단다 

전부 다 물림 

어제 국장거래금액보다

코인거래소 거래금액이 더 많단다

개미 무덤인 국장",2024-11-13 00:08:59+00:00,toss,삼성전자,11206632.0,4.669077019445714e-57,,0.75,0.05,0.2,손실과 부정적 시장 상황 언급으로 공포 비중이 높음
개미들이 계속산다 말리고 싶다 아직 멀었다,2024-10-08 02:50:17+00:00,toss,삼성전자,14307354.0,1.211369691159119e-72,,0.8,0.0,0.2,"개미들이 계속 산다는 표현과 말리고 싶다는 표현에서 공포가 느껴지며, 아직 멀었다는 표현에서도 부정적 전망이 느껴짐"
러키비키자나,2025-01-31 00:23:55+00:00,toss,삼성전자,4380136.0,9.616098492881344e-23,,0.0,0.0,1.0,명확한 감정 표현이 없음
앗 저도 이제 삼성전자 주주,2024-06-10 03:56:46+00:00,toss,삼성전자,24671365.0,9.727243974213703e-125,,0.0,0.3,0.7,"투자 참여 표현으로 탐욕 비중이 있으나, 구체적인 기대나 감정 표현이 없어 중립 비중이 높음"
"비즈니스포스트 삼성전자가 엔비디아의 고대역폭메모리HBM 품질테스트를 공식 통과했다

대만 디지타임스는 23일현지시각 삼성전자가 5세대 HBM인 HBM3E의 엔비디아 품질 테스트를 통과했다고 보도했다
 
삼성전자 엔비디아 HBM3E 인증 공식 통과 공급 시작



또 양산과 공급을 시작한다고 설명했다

이어 매체는 삼성전자가 HBM 등 메모리 수요를 감당하기 위해 관련 투자에 적극 나설 것이라고 전망했다

삼성전자는 그동안 엔비디아 인증을 통과하지 못해 HBM 공급에 난항을 겪어왔다

경쟁사인 SK하이닉스는 엔비디아 인증을 통과해 지난 3월부터 엔비디아에 공급해왔다


반도체 업계에 따르면 최근 삼성전자가 평택 4공장을 D램 전용 공장으로 전환해 엔비디아에 납품할 HBM을 양산할 것으로 알려졌다

삼성전자 관계자는 이와 관련해 확인 중이라고 말했다 이번엔 진짠가

httpsmbusinesspostcokrBPcommandmobileviewnum359760",2024-07-23 00:02:51+00:00,toss,삼성전자,20970200.0,3.909352304375213e-106,,0.1,0.4,0.5,"삼성전자의 성과와 향후 계획에 대한 정보 전달이 주를 이루며, 긍정적인 전망으로 탐욕의 비중도 있음"
낼은 800 원 빠지나,2024-11-04 09:26:26+00:00,toss,삼성전자,11950785.0,8.486017757171587e-61,,0.2,0.0,0.8,"가격 하락에 대한 질문이지만, 강한 부정 감정이나 탐욕의 표현 없이 중립적 질문으로 해석됨"
썩을 아침에 57300에 손절했더만,2024-10-23 04:54:51+00:00,toss,삼성전자,13003880.0,4.317798937633178e-66,,0.9,0.0,0.1,손실 언급으로 공포 비중이 매우 높음
이스라엘 이란의 중동전쟁이 코앞인데 지금 들어가는 투자자 생각은  뭐지,2024-08-09 01:44:49+00:00,toss,삼성전자,19495282.0,1.0135927025408274e-98,,0.3,0.1,0.6,"전쟁 언급으로 약간의 공포가 있으나, 주로 질문 형태로 중립적 태도가 더 높음"
잘가라 탑층이라 공기는 좋았다,2024-12-12 13:32:47+00:00,toss,삼성전자,8652804.0,3.207685494401816e-44,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 구체적인 주식 시장의 상황이나 감정을 언급하지 않음"
이거라도 팔아서 다행인가,2024-10-23 06:55:37+00:00,toss,삼성전자,12996634.0,4.695532421200568e-66,,0.6,0.1,0.3,손실 회피의 안도감과 고민이 섞인 문장으로 공포 비중이 높음
개미들 털리는거보니 내일도 상승이누,2025-03-17 12:34:44+00:00,toss,삼성전자,448287.0,0.0055803323443429,,0.2,0.7,0.1,상승 기대감 표현으로 탐욕 비중이 높음
4만전자가자,2024-10-28 05:13:28+00:00,toss,삼성전자,12570763.0,6.491566169307547e-64,,0.1,0.8,0.1,기대와 흥분을 나타내는 표현으로 탐욕 비중이 높음
"비트코인 미국주식 사지마라 샀다면 다 팔아라
디지털스레기 다 팔고 원화 예적금하고 청약하고 
한국여자랑 결혼하고 빚내서 아파트사고 국장해라",2025-02-11 06:04:16+00:00,toss,삼성전자,3409315.0,7.292652409601018e-18,,0.8,0.0,0.2,비트코인과 미국주식을 팔라는 권고와 디지털 자산을 '디지털스레기'라고 부르며 전통적인 자산으로의 전환을 권장하는 내용으로 공포 비중이 높음
,2024-09-13 00:05:48+00:00,toss,삼성전자,16477223.0,1.5007472961295926e-83,,0.0,0.0,1.0,분석할 문장이 없음
"장시작 18분

숨어있던 은둔의 고수들이 이젠 시작이라며 
하나 둘 씩 예언을 하기 시작하는데

장 마감 18분 전

그들은 호다닥 숨고 만다",2024-11-15 00:19:18+00:00,toss,삼성전자,11033213.0,3.474813020884919e-56,,0.3,0.2,0.5,"시장 참여자들의 행동 변화를 설명하는 중립적 내용이 많으나, 기대와 체념의 감정이 약간 포함됨"
그러취얇아지고있어,2025-02-10 05:02:38+00:00,toss,삼성전자,3499413.0,2.5704125109268786e-18,,0.0,0.0,1.0,문장의 의미를 파악할 수 없어 중립으로 판단
올라라,2024-01-09 09:43:11+00:00,toss,삼성전자,37869780.0,4.419885863301924e-191,,0.0,0.9,0.1,기대와 흥분을 나타내는 표현으로 탐욕 비중이 높음
종가 5600원,2025-02-06 00:25:35+00:00,toss,삼성전자,3861636.0,3.883903671549937e-20,,0.0,0.0,1.0,감정이 뚜렷하지 않고 정보 전달의 성격이 강함
4년전 가격이네 이러니 국장투자 하겠나,2024-09-13 03:15:04+00:00,toss,삼성전자,16465867.0,1.711548243870023e-83,,0.2,0.1,0.7,"과거 가격 언급으로 인한 실망감이 있으나, 강한 부정적 감정 표현은 없어 중립 비중이 높음"
진짜 욕나오네 이거,2025-01-07 06:19:35+00:00,toss,삼성전자,6432396.0,4.64727158290439e-33,,0.8,0.0,0.2,비속어 사용으로 인한 부정적 감정 표현이 공포 비중을 높임
이건희회장살아있을때 재용이형 실력보려고 일맡겨났는데 투자실패해서 혼난거 생각나네 세금아낄려고 범죄만 안졌으면 사장단전부 법무팀 아닌 전문가들 로 삼성 세계기업 만들었음건데 진작 후계작업 했으면 이런일 안일어났을뜻,2024-12-03 08:29:58+00:00,toss,삼성전자,9448573.0,3.207849155089501e-48,,0.6,0.1,0.3,"투자 실패, 범죄 언급으로 공포 비중이 높으나, 전문가 언급과 같은 중립적 요소도 포함"
힝속았지,2024-09-05 00:55:17+00:00,toss,삼성전자,17165454.0,5.210453933759059e-87,,0.8,0.0,0.2,"비속어 사용과 불명확한 맥락으로 공포 비중이 높으나, 정확한 의미 파악이 어려워 중립적 해석 가능성도 일부 반영"
응원함,2025-02-10 23:42:02+00:00,toss,삼성전자,3432249.0,5.5925061117334484e-18,,0.0,0.3,0.7,응원하는 태도는 긍정적이나 구체적인 탐욕이나 공포와는 거리가 있어 중립에 가깝다
5만가나요,2024-09-30 05:02:59+00:00,toss,삼성전자,14990592.0,4.4559703351711e-76,,0.0,0.0,1.0,질문 형태로 감정이 뚜렷하지 않음
삼성 D램 HBM 최초 개발,2024-02-28 00:13:21+00:00,toss,삼성전자,33583970.0,1.5426847373367753e-169,,0.0,0.0,1.0,정보 전달의 목적으로 중립적인 태도를 보임
가끔 시간외 호가로 장난치는데 그러다가 체결시간 다되서 취소하려는데 컴터 다운되거나 정전되서 그대로 체결 되버리면 어떨까 궁금하네,2024-12-05 07:02:33+00:00,toss,삼성전자,9281018.0,2.2306868798301823e-47,,0.3,0.1,0.6,가능한 시나리오에 대한 궁금증과 고민으로 중립 비중이 높음
83층인데 망했네,2024-08-05 03:22:18+00:00,toss,삼성전자,19835033.0,1.98648768260262e-100,,0.8,0.0,0.2,손실과 후회의 표현으로 공포 비중이 높음
5100이 되돌림 자리이긴한데 하 잘 모르겠다,2025-02-03 06:31:07+00:00,toss,삼성전자,4098904.0,2.4924556625645414e-21,,0.1,0.1,0.8,불확실성과 고민 표현으로 중립 비중이 높음
반등자리긴한데 과연,2024-09-11 23:25:27+00:00,toss,삼성전자,16566044.0,5.368386732488017e-84,,0.1,0.3,0.6,반등 기대감이 있으나 불확실성 표현으로 중립 비중이 높음
"우리나라 대표 기업인데 응원은 못해줄 망정
1원도 매입 안 한 것들이 조롱은 하지 말자",2024-11-19 01:00:19+00:00,toss,삼성전자,10685152.0,1.9519995958322462e-54,,0.3,0.0,0.7,"비판적인 태도와 조롱 언급이 있지만, 직접적인 손실이나 탐욕을 언급하지 않아 중립 비중이 높음"
8만 전자 가나요,2024-01-02 03:58:36+00:00,toss,삼성전자,38495255.0,3.172675285048701e-194,,0.0,0.0,1.0,질문 형태로 감정 표현 없음
우량주가 이리떨어지네,2024-08-05 02:59:14+00:00,toss,삼성전자,19836417.0,1.9549205968340345e-100,,0.8,0.0,0.2,우량주 하락 언급으로 공포 비중이 높음
아 오늘 웃을거 다웃었네 어디까지 떨어지는거야,2024-03-07 06:37:15+00:00,toss,삼성전자,32869736.0,6.00364135565475e-166,,0.8,0.0,0.2,"하락 언급으로 공포 비중이 높으며, 질문 형식이 아닌 단정적 표현 사용"
"회사에 도둑놈들 밖에 없어요
여긴 끝났습니다
경쟁력은 다 하이닉스로 옮겨갔어요",2024-10-04 00:14:59+00:00,toss,삼성전자,14662272.0,1.991871520491611e-74,,0.9,0.0,0.1,"도둑놈, 끝났다, 경쟁력 이전 언급으로 공포 비중이 매우 높음"
"쟌슨황이 2재용2 면 좀 서게 해준다쟈네 
얼른 들어오쇼",2025-03-21 08:11:14+00:00,toss,삼성전자,118497.0,0.2537278468337373,,0.1,0.8,0.1,흥분과 자신감을 나타내는 표현으로 탐욕 비중이 높음
"모르시는 분이 많으시네요

삼성은 배당락일은 떨어집니다

돈 많은 분들은 배당받으면 엿됩나다",2024-09-26 04:52:50+00:00,toss,삼성전자,15336801.0,8.104070126288695e-78,,0.2,0.1,0.7,"정보 전달과 설명이 주를 이루며, 부정적 감정이나 탐욕보다는 중립적 태도가 더 강함"
"삼전아 많은거 안바란다
하닉 반만이라도 쳐올라라 좀",2024-08-16 02:14:14+00:00,toss,삼성전자,18888717.0,1.1344796778544173e-95,,0.2,0.6,0.2,"기대감과 소망의 표현으로 탐욕 비중이 높으나, 일부 불확실성 표현으로 중립과 공포도 일부 존재"
